CINELINE INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 35.48 , 24.09 , 26.71 , 32.39 , 19.43 , (24.83), 3.83 , (5.54), 7.96 , 76.75 
Cash from Investing Activity, (21.12), (24.44), (46.94), (33.43), (28.94), 2.21 , 5.39 , (50.30), 0.12 , (57.78)
Cash from Financing Activity, (18.07), 3.42 , 22.96 , (2.82), 6.04 , 22.33 , (9.49), 56.15 , (7.91), (19.04)
Net Cash Flow, (3.71), 3.07 , 2.73 , (3.86), (3.47), (0.29), (0.27), 0.31 , 0.17 , (0.07)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
