ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 761.98 ," 1,035.04 "," 1,259.16 "," 1,287.44 "," 1,369.84 "," 1,601.61 "," 1,990.31 "," 1,712.96 "," 2,312.51 "," 2,411.25 "
Cash from Investing Activity, (521.25)," (1,763.89)", (483.67)," (3,819.17)"," (2,445.86)"," (2,313.63)"," (3,556.48)"," (2,953.73)"," (4,181.08)", (550.04)
Cash from Financing Activity, (54.20), 671.31 , (914.42)," 2,680.58 "," 1,416.89 ", 249.88 ," 1,916.83 "," 1,497.63 "," 1,717.15 "," (1,925.66)"
Net Cash Flow, 186.53 , (57.54), (138.93), 148.85 , 340.87 , (462.14), 350.66 , 256.86 , (151.42), (64.45)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
