MARATHON NEXTGEN REALTY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (80.45), 112.37 , 78.43 , (2.35), (17.53), 16.74 , 0.20 , (52.46), (55.58), 113.22 
Cash from Investing Activity, 24.89 , 34.22 , (99.84), 43.96 , 43.03 , (0.26), 14.05 , 64.40 , 44.76 , (142.16)
Cash from Financing Activity, 36.73 , (142.26), 26.08 , (43.58), (27.57), (21.62), (11.24), (13.70), 7.68 , 40.10 
Net Cash Flow, (18.83), 4.33 , 4.67 , (1.97), (2.07), (5.14), 3.02 , (1.75), (3.15), 11.17 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
