KALPATARU POWER TRANSMISSION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (196.36), 350.64 , 282.56 , 156.16 , 200.91 , 84.27 , 37.27 , 755.52 , 321.73 , 103.48 
Cash from Investing Activity, (27.60), (198.83), (449.58), (21.34), (208.03), (96.84), (43.48), (169.74), (212.90), (186.30)
Cash from Financing Activity, 230.46 , (158.80), 179.46 , (100.01), (29.17), 24.19 , 20.20 , (554.71), (3.09), (48.82)
Net Cash Flow, 6.50 , (6.99), 12.44 , 34.81 , (36.29), 11.62 , 13.99 , 31.08 , 105.74 , (131.64)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
