SONA KOYO STEERING SYSTEMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 24.18 , 73.36 , 76.07 , 133.71 , 56.87 , 96.26 , 129.46 , 89.20 , 149.90 , 79.94 
Cash from Investing Activity, (65.53), (30.95), (34.95), (112.02), (76.67), (14.85), (63.47), (64.75), (61.08), (29.60)
Cash from Financing Activity, (1.29), (43.95), (40.46), (22.04), 19.68 , (81.16), (66.04), (22.52), (90.79), (50.34)
Net Cash Flow, (42.64), (1.54), 0.66 , (0.35), (0.12), 0.25 , (0.06), 1.93 , (1.96), -   
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
