COSMO FILMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 102.43 , 40.74 , 24.53 , 90.35 , 84.37 , 54.02 , 123.11 , 245.08 , 49.89 , 129.85 
Cash from Investing Activity, (169.52), (33.22), (46.87), (70.09), (179.84), (69.93), (38.18), (106.18), (221.08), (117.59)
Cash from Financing Activity, 89.26 , (12.68), 20.10 , (16.54), 88.69 , 47.99 , (116.67), (135.21), 167.07 , 5.89 
Net Cash Flow, 22.17 , (5.16), (2.24), 3.72 , (6.78), 32.08 , (31.74), 3.69 , (4.12), 18.15 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
