ICICI BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," (13,557.81)"," 1,869.21 "," (6,908.92)"," (14,332.36)"," 11,102.01 "," 4,668.60 "," (4,824.49)"," 22,428.47 "," 39,222.81 "," 13,303.65 "
Cash from Investing Activity," 3,857.88 "," 5,655.30 ", (980.66)," (12,280.17)"," (8,903.52)"," (11,394.89)"," (9,406.16)"," (4,279.28)"," 7,000.30 "," (38,965.63)"
Cash from Financing Activity," 1,625.36 "," 1,382.62 "," 3,105.97 "," 28,751.76 "," 2,989.72 "," 6,838.37 "," 15,005.67 ", (585.07)," (30,378.79)"," 34,118.30 "
Net Cash Flow," (8,074.57)"," 8,907.13 "," (4,783.61)"," 2,139.23 "," 5,188.21 ", 112.08 , 775.02 ," 17,564.13 "," 15,844.32 "," 8,456.32 "
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
