ANIK INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (39.95), (37.74), 10.39 , 6.13 , 65.53 , 47.22 , (105.53), 130.34 , (222.37), (54.03)
Cash from Investing Activity, 17.47 , 8.64 , 49.20 , 54.15 , 65.09 , 35.94 , 98.93 , (15.17), 371.08 , 13.56 
Cash from Financing Activity, (72.53), 193.44 , (144.60), 14.87 , (167.13), (84.13), (4.67), (148.83), (141.35), 30.89 
Net Cash Flow, (95.01), 164.34 , (85.01), 75.15 , (36.51), (0.97), (11.28), (33.66), 7.35 , (9.57)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
