INVENTURE GROWTH & SECURITIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (6.49), 37.13 , (15.23), (28.59), (0.31), (8.53), 9.20 , (2.54), 18.47 , 2.36 
Cash from Investing Activity, 1.74 , (25.50), 1.20 , (37.99), 25.95 , (4.03), (5.72), 10.69 , (6.02), 4.75 
Cash from Financing Activity, (2.02), (6.11), 6.52 , 68.92 , (12.39), (2.23), (2.76), (8.69), (4.28), (5.49)
Net Cash Flow, (6.77), 5.52 , (7.51), 2.34 , 13.25 , (14.79), 0.72 , (0.54), 8.17 , 1.63 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
