MAGMA FINCORP LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (280.08)," (1,096.00)", (926.43)," (2,199.31)", 806.56 ," 1,260.00 ", 83.34 , 713.93 ," 2,406.33 ", 990.31 
Cash from Investing Activity, 32.87 , 60.42 , (6.89), (35.23), (284.61), (76.33), 21.59 , (243.67), (180.14), (70.17)
Cash from Financing Activity, 548.19 ," 1,105.04 ", 969.14 ," 2,065.21 ", (6.12)," (1,695.74)", (200.74), (498.15)," (2,301.44)", (954.28)
Net Cash Flow, 300.98 , 69.46 , 35.82 , (169.33), 515.83 , (512.07), (95.80), (27.89), (75.25), (34.14)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
