BHARAT HEAVY ELECTRICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 3,291.22 "," 1,585.06 "," 2,658.62 ", (813.57)," 1,864.78 "," 4,518.14 ", 775.48 , 346.93 , 561.97 , 994.08 
Cash from Investing Activity, (512.82), (966.64)," (1,342.82)", (329.70), (338.05), (168.07), 464.31 , 51.05 , (565.94), 960.74 
Cash from Financing Activity, (849.75)," (1,143.01)"," (1,475.73)"," (1,814.90)", (466.66), (209.19)," (3,300.02)", (123.86), (469.68), (671.03)
Net Cash Flow," 1,928.65 ", (524.59), (159.93)," (2,958.17)"," 1,060.07 "," 4,140.88 "," (2,060.23)", 274.12 , (473.65)," 1,283.79 "
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
