ALEMBIC LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 122.81 , 127.42 , 15.20 , (59.07), 80.33 , (10.24), 21.96 , 9.65 , 51.63 , 23.71 
Cash from Investing Activity, (55.65), (23.50), (20.32), (5.44), 12.05 , 17.80 , 4.68 , (4.76), (46.69), (22.55)
Cash from Financing Activity, (69.51), (118.15), 6.55 , 64.62 , (94.25), (7.87), (24.95), (5.19), (4.96), (2.66)
Net Cash Flow, (2.35), (14.23), 1.43 , 0.11 , (1.87), (0.31), 1.68 , (0.30), (0.02), (1.50)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
