HERO MOTOCORP LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 1,359.03 "," 2,686.64 "," 2,254.16 "," 2,359.78 "," 1,890.43 "," 2,963.41 "," 2,250.00 "," 3,849.14 "," 4,028.02 "," 3,980.85 "
Cash from Investing Activity, (861.19), (528.17)," (1,322.31)", 92.79 , (732.94)," (1,617.02)", 12.08 ," (2,206.19)"," (1,943.94)"," (1,915.22)"
Cash from Financing Activity, (499.93)," (2,109.31)", (955.23)," (2,458.16)"," (1,056.27)"," (1,414.93)"," (2,230.52)"," (1,686.69)"," (2,095.63)"," (2,046.66)"
Net Cash Flow, (2.09), 49.16 , (23.38), (5.59), 101.22 , (68.54), 31.56 , (43.74), (11.55), 18.97 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
