JBM AUTO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 13.94 , 8.09 , 15.78 , 46.10 , 69.95 , 91.20 , 18.61 , 82.89 , 54.03 , 31.36 
Cash from Investing Activity, (38.22), (39.35), (45.50), (23.58), (31.02), (87.50), (61.96), (34.41), (33.11), (51.36)
Cash from Financing Activity, 24.11 , 31.21 , 31.33 , (20.13), (41.95), (2.57), 44.70 , (50.07), (23.17), 20.32 
Net Cash Flow, (0.17), (0.05), 1.61 , 2.39 , (3.02), 1.13 , 1.36 , (1.58), (2.25), 0.32 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
