ESTER INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 65.81 , 46.07 , 82.99 , 47.36 , 22.64 , 52.07 , 67.69 , 81.42 , 49.58 , 50.88 
Cash from Investing Activity, (4.76), (54.16), (221.97), (35.42), (27.38), (57.25), (35.64), (20.19), (11.48), (15.01)
Cash from Financing Activity, (59.56), 10.22 , 140.18 , (8.65), 4.37 , (2.07), (18.45), (75.36), (38.49), (36.21)
Net Cash Flow, 1.49 , 2.13 , 1.20 , 3.29 , (0.37), (7.25), 13.60 , (14.13), (0.39), (0.34)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
