HINDUSTAN ZINC LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 2,712.67 "," 4,077.24 "," 4,271.91 "," 4,492.05 "," 4,785.01 "," 5,471.16 "," 5,530.70 "," 6,451.00 "," 7,588.00 "," 9,837.00 "
Cash from Investing Activity," (3,419.14)"," (3,881.49)"," (3,658.91)"," (3,498.58)"," (3,269.33)"," (3,955.49)"," (3,806.96)"," (3,236.00)"," 12,007.00 "," 2,396.00 "
Cash from Financing Activity, (137.16), (187.38), (363.29)," (1,241.65)"," (1,254.55)"," (1,577.40)"," (1,902.01)"," (3,214.00)"," (11,266.00)"," (18,649.00)"
Net Cash Flow, (843.63), 8.37 , 249.71 , (248.18), 261.13 , (61.73), (178.27), 1.00 ," 8,329.00 "," (6,416.00)"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
