KIOCL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (185.44), 133.72 , 36.73 , (22.75), (177.80), (93.05), (88.40), (43.50), (261.26), (99.58)
Cash from Investing Activity, 132.22 , 67.32 , 19.54 , 56.03 , 151.23 , 401.61 , 185.48 , 45.74 , 302.32 , (12.88)
Cash from Financing Activity, (25.33), (7.42), (5.93), (12.57), (22.20), (7.42), (9.65), (7.61), (8.44), (40.48)
Net Cash Flow, (78.55), 193.62 , 50.34 , 20.71 , (48.77), 301.14 , 87.44 , (5.37), 32.62 , (152.93)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
