GIC HOUSING FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (192.53), (168.30), (327.60), (372.12), (261.95), (661.69)," (1,102.62)"," (1,166.80)"," (1,177.79)"," (1,721.28)"
Cash from Investing Activity, 1.43 , (47.63), 28.79 , (68.99), 0.03 , 0.46 , 0.70 , 1.60 , (16.00), 1.55 
Cash from Financing Activity, 344.94 , 127.39 , 349.47 , 476.88 , 205.32 , 647.46 ," 1,104.70 "," 1,174.38 "," 1,203.39 "," 1,714.81 "
Net Cash Flow, 153.84 , (88.54), 50.66 , 35.77 , (56.60), (13.77), 2.78 , 9.18 , 9.60 , (4.92)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
