INDIA MOTOR PARTS & ACCESSORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.16 , 4.16 , 4.16 , 4.16 , 8.32 , 8.32 , 8.32 , 8.32 , 8.32 , 8.32 
Reserves, 92.79 , 110.04 , 130.34 , 153.41 , 167.73 , 188.52 , 205.52 , 223.21 , 739.03 , 870.24 
Borrowings, 13.52 , 0.11 , 0.93 , 16.23 , 26.94 , 14.70 , 16.01 , 13.49 , 12.06 , 19.27 
Other Liabilities, 29.10 , 24.36 , 33.37 , 41.63 , 33.43 , 40.60 , 46.60 , 46.11 , 59.06 , 54.43 
Total, 139.57 , 138.67 , 168.80 , 215.43 , 236.42 , 252.14 , 276.45 , 291.13 , 818.47 , 952.26 
,,,,,,,,,,
Net Block, 10.48 , 9.98 , 9.56 , 9.64 , 9.32 , 8.88 , 10.54 , 10.84 , 13.54 , 13.24 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.28 
Investments, 63.22 , 47.25 , 56.19 , 53.30 , 60.95 , 75.27 , 94.34 , 114.34 , 673.48 , 793.70 
Other Assets, 65.87 , 81.44 , 103.05 , 152.49 , 166.15 , 167.99 , 171.57 , 165.95 , 131.45 , 145.04 
Total, 139.57 , 138.67 , 168.80 , 215.43 , 236.42 , 252.14 , 276.45 , 291.13 , 818.47 , 952.26 
,,,,,,,,,,
Working Capital, 36.77 , 57.08 , 69.68 , 110.86 , 132.72 , 127.39 , 124.97 , 119.84 , 72.39 , 90.61 
Debtors, 30.77 , 33.77 , 42.53 , 52.66 , 53.88 , 54.39 , 51.51 , 55.64 , 57.98 , 65.68 
Inventory, 20.78 , 32.12 , 41.73 , 45.17 , 44.34 , 46.37 , 49.67 , 48.66 , 45.10 , 51.20 
,,,,,,,,,,
Debtor Days, 37.54 , 34.60 , 36.16 , 38.33 , 39.70 , 38.81 , 36.72 , 40.47 , 40.78 , 50.42 
Inventory Turnover, 14.40 , 11.09 , 10.29 , 11.10 , 11.17 , 11.03 , 10.31 , 10.31 , 11.51 , 9.29 
,,,,,,,,,,
Return on Equity,18%,22%,21%,20%,15%,15%,14%,12%,4%,4%
Return on Capital Emp,,32%,33%,30%,22%,21%,20%,16%,9%,5%
,,,,,,,,,,
