ARO GRANITE INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 0.25 , 17.36 , (0.56), 2.77 , (16.98), (0.85), 0.25 , 21.02 , 16.28 , 22.19 
Cash from Investing Activity, -   , (0.36), (1.86), (18.54), (6.46), 0.70 , (3.69), (24.24), (6.58), (10.75)
Cash from Financing Activity, 0.24 , (16.54), 7.53 , 13.12 , 22.92 , 12.66 , 7.95 , (5.41), (15.41), (11.05)
Net Cash Flow, 0.49 , 0.46 , 5.11 , (2.65), (0.52), 12.51 , 4.51 , (8.63), (5.71), 0.40 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
