HIKAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 102.86 , 125.58 , 113.24 , 136.68 , 61.32 , 154.59 , 102.27 , 185.70 , 163.49 , 138.81 
Cash from Investing Activity, (132.04), (67.52), (71.09), (62.22), (27.92), (23.01), (43.00), (64.07), (102.59), (110.12)
Cash from Financing Activity, 35.06 , (54.31), (47.26), (78.31), (26.79), (124.42), (68.82), (123.56), (63.27), (24.79)
Net Cash Flow, 5.88 , 3.75 , (5.11), (3.85), 6.61 , 7.16 , (9.54), (1.92), (2.37), 3.90 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
