GRUH FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (540.64), 6.41 , (660.99), (800.82)," (1,145.66)"," (1,486.80)"," (1,716.40)"," (1,918.73)"," (1,710.76)"," (1,929.57)"
Cash from Investing Activity, (1.40), (1.73), (4.50), (2.00), (2.28), (1.08), (4.27), (4.43), 3.41 , 4.92 
Cash from Financing Activity, 455.62 , 59.67 , 623.59 , 824.10 ," 1,046.08 "," 1,490.43 "," 1,713.30 "," 1,942.31 "," 1,692.46 "," 1,931.42 "
Net Cash Flow, (86.42), 64.35 , (41.90), 21.28 , (101.86), 2.55 , (7.37), 19.15 , (14.89), 6.77 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
