EUROTEX INDUSTRIES AND EXPORTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 17.35 , 11.28 , 7.45 , 19.04 , 5.74 , 30.33 , 17.34 , 23.75 , (1.33), 0.37 
Cash from Investing Activity, (4.88), (0.57), (0.10), 24.35 , (1.97), (7.25), (1.81), 0.65 , 0.56 , 0.94 
Cash from Financing Activity, (13.28), (9.94), (8.19), (43.17), (4.14), (23.02), (15.51), (24.31), 1.29 , (0.90)
Net Cash Flow, (0.81), 0.77 , (0.84), 0.22 , (0.37), 0.06 , 0.02 , 0.09 , 0.52 , 0.41 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
