INTERGLOBE AVIATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-08,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, -   , 652.34 , 871.98 , 896.11 ," 1,740.69 "," 1,595.03 "," 2,383.88 "," 3,115.72 "," 3,782.07 "," 3,903.10 "
Cash from Investing Activity, -   ," (1,266.31)", (608.34), (46.65)," (1,889.69)"," (2,913.78)", (939.67)," (1,337.14)"," (3,033.12)"," (4,151.54)"
Cash from Financing Activity, -   , 594.64 , (272.07), (637.60), 36.08 ," 1,284.84 "," (1,308.11)"," (1,219.96)"," (1,401.21)", 765.96 
Net Cash Flow, -   , (19.33), (8.43), 211.86 , (112.92), (33.91), 136.11 , 558.62 , (652.26), 517.52 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
