FLEXITUFF VENTURES INTERNATIONAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 44.60 , (0.55), 21.03 , 68.79 , 65.15 , 47.67 , 113.98 , 138.57 , 30.11 , 188.06 
Cash from Investing Activity, (116.33), (58.96), (70.30), (60.28), (98.80), (162.12), (116.07), (51.81), (41.36), (46.68)
Cash from Financing Activity, 81.13 , 60.76 , 48.09 , (2.50), 39.24 , 116.95 , 3.23 , (77.03), 6.99 , (147.26)
Net Cash Flow, 9.40 , 1.25 , (1.18), 6.01 , 5.59 , 2.50 , 1.13 , 9.73 , (4.27), (5.88)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
