FUTURE CONSUMER LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (15.00), (45.07), 44.82 , (222.30), (35.33), (97.76), (208.74), 88.88 , (52.56), (80.50)
Cash from Investing Activity, 15.87 , (158.13), (305.86), (526.95), 42.06 , 90.45 , (197.71), 55.56 , (216.69), (142.81)
Cash from Financing Activity, 5.00 , 207.40 , 250.00 , 750.00 , (4.36), 8.95 , 426.12 , (154.73), 282.05 , 223.50 
Net Cash Flow, 5.87 , 4.20 , (11.04), 0.75 , 2.37 , 1.64 , 19.66 , (10.30), 12.80 , 0.18 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
