KARNATAKA BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (53.02), 205.35 , (589.40), (121.56), 102.74 , 403.93 , 648.10 , 635.93 , (184.11), 720.88 
Cash from Investing Activity, (38.53), (31.47), (19.72), (27.59), (39.88), (54.33), (80.50), (57.92), (39.86), (91.34)
Cash from Financing Activity, (69.15), 170.94 , 789.63 , 28.66 , 25.37 , 34.00 , (290.85), (147.25), 453.08 , (302.56)
Net Cash Flow, (160.70), 344.82 , 180.51 , (120.49), 88.23 , 383.60 , 276.75 , 430.77 , 229.11 , 326.98 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
