J KUMAR INFRAPROJECTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 14.18 , (1.01), (27.99), 118.02 , 99.79 , (25.23), 58.56 , 64.12 , (22.16), 264.83 
Cash from Investing Activity, (32.58), (11.41), (80.08), (45.48), (140.03), (238.17), (53.45), (226.38), 64.81 , (322.94)
Cash from Financing Activity, (1.60), 67.40 , 75.67 , (5.49), 17.85 , 251.56 , 2.99 , 171.10 , 10.29 , 54.99 
Net Cash Flow, (20.00), 54.98 , (32.40), 67.05 , (22.39), (11.84), 8.10 , 8.83 , 52.93 , (3.12)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
