ELECTROSTEEL CASTINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 186.44 , 405.56 , 221.10 , (218.51), 152.21 , 57.32 , 394.81 , 509.87 , 445.19 , 440.16 
Cash from Investing Activity, (566.95), (495.83), (454.45), 162.34 , (271.04), (144.73), (247.71), 91.13 , 76.90 , (55.17)
Cash from Financing Activity, 293.82 , 285.23 , 103.75 , 56.67 , 302.92 , (80.30), (151.88), (595.26), (342.98), (580.19)
Net Cash Flow, (86.69), 194.96 , (129.60), 0.50 , 184.09 , (167.71), (4.78), 5.74 , 179.12 , (195.20)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
