GODREJ PROPERTIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (188.92), (308.33), (547.28), (452.81), 120.60 , (448.16), (427.74), (418.42), (655.89), -   
Cash from Investing Activity, 81.85 , 14.34 , 115.22 , 29.94 , (20.40), (359.26), (87.28), 198.75 , 21.59 , -   
Cash from Financing Activity, 115.40 , 351.61 , 281.99 , 727.91 , (490.60)," 1,415.22 ", 218.75 , 331.59 , 415.28 , -   
Net Cash Flow, 8.33 , 57.62 , (150.07), 305.04 , (390.40), 607.80 , (296.27), 111.92 , (219.02), -   
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
