CAN FIN HOMES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 22.61 , 23.57 , 39.20 , 74.12 , 102.72 , 113.80 , 52.94 , 381.95 ," (2,355.89)"," (2,021.34)"
Cash from Investing Activity, 12.97 , 8.18 , 7.68 , 8.20 , (2.57), (0.92), (3.54), (10.80), (6.89), (0.60)
Cash from Financing Activity, (43.91), (12.88), (69.46), (101.07), (108.74), (112.27), (55.15), (371.25)," 2,362.89 "," 2,020.74 "
Net Cash Flow, (8.33), 18.87 , (22.58), (18.75), (8.59), 0.61 , (5.75), (0.10), 0.11 , (1.20)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
