CALIFORNIA SOFTWARE COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 14.08 , 45.52 , 3.21 , 12.84 , (0.21), 4.38 , 5.26 , (16.39), (0.08), (35.03)
Cash from Investing Activity, (23.77), (19.63), (0.88), 12.88 , 3.95 , 6.74 , 0.03 , 36.00 , -   , (0.10)
Cash from Financing Activity, 4.15 , (22.66), (5.80), (14.13), (11.33), (18.23), (6.35), (19.80), -   , 35.11 
Net Cash Flow, (5.54), 3.23 , (3.47), 11.59 , (7.59), (7.11), (1.06), (0.19), (0.08), (0.02)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
