GALLANTT METAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 43.21 , 28.06 , 46.93 , 25.01 , 84.37 , (43.00), 69.55 , 56.15 , 31.24 , 108.78 
Cash from Investing Activity, (26.20), (36.08), 6.19 , (2.02), (8.66), (26.97), (19.57), (21.51), (40.37), (82.51)
Cash from Financing Activity, (17.04), 4.84 , (54.34), (18.61), (69.29), 56.56 , (48.03), (36.01), 7.16 , (24.18)
Net Cash Flow, (0.03), (3.18), (1.22), 4.38 , 6.42 , (13.41), 1.95 , (1.36), (1.96), 2.09 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
