AARTI INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 148.71 , 175.83 , 41.26 , 119.46 , 216.73 , 292.25 , 356.97 , 549.77 , 410.81 , 312.05 
Cash from Investing Activity, (65.89), (59.69), (67.27), (130.90), (218.57), (270.93), (322.69), (424.14), (470.03), (573.59)
Cash from Financing Activity, (86.79), (110.75), 22.37 , 12.48 , 2.74 , (18.68), (20.30), (127.80), 56.70 , 263.83 
Net Cash Flow, (3.97), 5.39 , (3.64), 1.04 , 0.90 , 2.64 , 13.98 , (2.17), (2.52), 2.29 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
