HB STOCKHOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 12.80 , (0.90), (0.14), 9.14 , 2.40 , 8.41 , (6.44), (0.41), 3.06 , (2.90)
Cash from Investing Activity, (0.16), 0.06 , (0.01), (0.19), (0.08), (0.03), -   , -   , 0.21 , (1.18)
Cash from Financing Activity, (11.96), (0.18), (0.06), (9.00), -   , (2.94), (0.19), -   , -   , 0.62 
Net Cash Flow, 0.68 , (1.02), (0.21), (0.05), 2.32 , 5.44 , (6.63), (0.41), 3.26 , (3.46)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
