GUJARAT INDUSTRIES POWER CO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 201.57 , 227.59 , 302.30 , 482.24 , 407.51 , 398.33 , 404.60 , 231.95 , 432.79 , 341.14 
Cash from Investing Activity, (310.36), (396.46), (237.31), (100.39), 54.64 , (86.34), (124.04), (177.62), (458.82), (382.82)
Cash from Financing Activity, 85.25 , 167.00 , (65.07), (332.83), (237.29), (271.89), (230.44), (227.89), (161.31), 92.41 
Net Cash Flow, (23.54), (1.87), (0.08), 49.02 , 224.86 , 40.10 , 50.11 , (173.56), (187.33), 50.72 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
