ARVIND LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 224.96 , 347.56 , 236.96 , 363.97 , 431.17 , 494.73 , 711.41 , 705.15 , 535.91 , 553.84 
Cash from Investing Activity, (32.74), (10.75), (53.68), 113.65 , (341.09), (487.98), (731.56), (544.65), 464.73 , (441.03)
Cash from Financing Activity, (181.71), (320.50), (197.34), (474.14), 23.91 , (46.59), (61.80), (163.36)," (1,012.14)", (108.10)
Net Cash Flow, 10.51 , 16.31 , (14.06), 3.48 , 113.99 , (39.84), (81.95), (2.86), (11.50), 4.71 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
