L G BALAKRISHNAN & BROS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 93.99 , 50.87 , 81.42 , 36.27 , 82.33 , 99.52 , 88.47 , 107.51 , 137.52 , 118.48 
Cash from Investing Activity, 51.38 , (13.16), (69.86), (28.72), (55.93), (51.36), (80.75), (79.71), (72.62), (83.85)
Cash from Financing Activity, (113.02), (70.71), (11.47), (6.34), (25.99), (48.58), (7.08), (30.12), (57.17), (38.66)
Net Cash Flow, 32.35 , (33.00), 0.09 , 1.21 , 0.41 , (0.42), 0.64 , (2.32), 7.73 , (4.04)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
