LAMBODHARA TEXTILES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 9.54 , (0.82), 2.89 , 5.42 , 3.50 , 5.65 , 6.07 , 25.70 , 2.99 , 22.82 
Cash from Investing Activity, (10.79), (8.40), (12.11), (19.71), (13.18), (5.03), (6.16), (10.22), (3.56), (4.33)
Cash from Financing Activity, 0.94 , 14.91 , (0.06), 13.38 , 7.85 , (1.58), 0.05 , (2.92), 0.29 , (13.79)
Net Cash Flow, (0.31), 5.69 , (9.28), (0.91), (1.83), (0.96), (0.04), 12.56 , (0.27), 4.70 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
