GUJARAT MINERAL DEVELOPMENT CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 247.25 , 559.33 , 388.70 , 561.80 , 219.97 , 286.41 , 91.66 , 207.80 , 457.13 , 342.70 
Cash from Investing Activity, (3.86), (189.54), (256.62), (286.95), (108.68), (189.92), (12.88), (69.71), (352.45), (220.29)
Cash from Financing Activity, (276.83), (368.64), (192.81), (253.46), (110.89), (111.50), (111.39), (114.87), (114.85), (114.82)
Net Cash Flow, (33.44), 1.15 , (60.73), 21.39 , 0.40 , (15.01), (32.61), 23.22 , (10.17), 7.59 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
