HINDUSTAN COPPER LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (59.14), 94.15 , 349.21 , 350.30 , 214.97 , 331.43 , 237.47 , 261.52 , (259.57), 371.79 
Cash from Investing Activity, (85.51), (180.72), (131.57), (210.09), (113.91), (259.02), (209.01), (451.27), (257.75), (557.51)
Cash from Financing Activity, (86.03), (37.30), (48.68), (55.29), (111.81), (110.56), (108.93), 183.17 , (8.41), (96.05)
Net Cash Flow, (230.68), (123.87), 168.96 , 84.92 , (10.75), (38.15), (80.47), (6.59), (525.72), (281.77)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
